title,artist,audio_url,lyrics,tags,hint,answer
귀를 기울이면,여자친구,https://singsonggame.s3.amazonaws.com/audios/귀를기울이면_여자친구_trimmed.mp3,"내 맘을 말로 표현할 수 없어
스치듯 기분 좋은 바람들과
너와 나 함께 들었던 노래 가사처럼
유난히 오늘은 기분이 좋아
눈이 부시게 맑은 하늘 아래
땀방울 한 방울 떨어지는 그런 날에
손 잡고 걸어가 흐드러지던 그 꽃 길 위에서
난 너와 함께, eh-yeah
어디서든 들려와 귀를 기울이면
나를 향한 믿음에 귀를 기울이면
반짝반짝 빛나던 너의 눈동자처럼
소중한 이야기 들려줄게","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄱㄹ ㄱㅇㅇㅁ,귀를기울이면
마지막 사랑,레드벨벳,https://singsonggame.s3.amazonaws.com/audios/마지막사랑_레드벨벳_trimmed.mp3,"왜 내게서 멀어졌나요
난 정말 원치 않았던
이별이었어요
긴 하루를 보낼 때마다
나도 모르게
눈물이 흐르곤 했었죠
그대는 내가 그립지 않나요
벌써 모든 것을 잊으셨나요
우리 헤어져야 하는 이유를
아직도 인정할 수가 없어요
쉽게 끝낼 수가 없어요
나는 처음부터
다시 시작하고 싶어요
어딜 가도 그대 생각 때문에
난 너무나 힘이 들어요","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅁㅈㅁ ㅅㄹ,마지막사랑
#menow,프로미스나인,https://singsonggame.s3.amazonaws.com/audios/menow_프로미스나인_trimmed.mp3,"네모 칸 속 화려한 내 모습 And I know
나를 향해 쏟아지는 Heart
네가 몰랐던 내 안의 내 모습 When I say
넌 어떤 표정을 지을까
(너무 반짝이는 건)
Yeah that's me
Yeah that's me
(똑바로 볼 수 없대)
As you know
As you know
조명이 꺼지는 지금 Right now
꾸밈없이 Unlock 누가 뭐라 해도 Do
느껴봐 Me now
숨김없이 이대로 Like it
새로워 Me now
이게 나야 이런 난 어때","2023,댄스,여자 가수,여자 아이돌,케이팝",#me___,#menow
The Boys,소녀시대,https://singsonggame.s3.amazonaws.com/audios/TheBoys_소녀시대_trimmed.mp3,"겁이 나서 시작조차 안 해봤다면
그댄 투덜대지 마라 좀 (GG)
주저하면 기회는 모두 너를 비켜가
가슴 펴고 나와봐라 좀 (TRX)
Yeah, you know
Yeah
순리에 맞춰 사는 것 넌 길들여져 버렸니?
괜찮니? (Get up)
암담한 세상이 그댈 주눅 들게 만드니? (That's funny)
괜찮니?
그냥 볼 수가 없어 난, 부딪히고 깨져도
몇 번이고 일어나 (Ah, ah, ah, ah)
날카롭게 멋지게 일을 내고야 말던 (Ah, ah)
네 야성을 보여줘
My boy (Ah, ah, ah)","10년대,댄스,여자 가수,여자 아이돌,케이팝",the ____,theboys
푸시푸시,씨스타,https://singsonggame.s3.amazonaws.com/audios/푸시푸시_씨스타_trimmed.mp3,"Push Push Baby, Oh Push Baby,
Push Push baby Just like SISTAR
Push Push Baby, Oh Push Baby,
Push Push baby (Made by brave Sound)
Push Push Baby 맘을 받아줘 (Hey)
Push Push Baby, Boy (I want SISTAR)
Push Push Baby 달콤한 말로 (Hey)
Push Push Baby, Boy (Push Push Baby, Boy)
Wake up Wake up 감은 두 눈을 떠 Wake up
감추려 하지마 이미 넌 내 손바닥, 내 Radar
내꺼 내꺼 누가 뭐래도 넌 내꺼
나는 누구보다 예뻐 We the B.E.S.T SISTAR","10년대,댄스,여자 가수,여자 아이돌",ㅍㅅㅍㅅ,푸시푸시
Cry Cry,T-ara,https://singsonggame.s3.amazonaws.com/audios/CryCry_T-ara_trimmed.mp3,"새빨간 장미처럼
가시같은 말로 날 찌른 너, uh, uh
넌 마치 문신처럼
지우려 할수록 깊게 패여 (Uh, uh, uh, uh)
Cry, cry, can't you see the music?
불꽃처럼 뜨겁게, you're my boy (You're my boy)
Baby, can't you see that? Look at my eyes
슬픔에 빠진 내 두눈을 봐, uh-oh
붉은 태양보다 더 뜨겁게
사랑했던 나를 울리지 마
Ah, ah (Ah, ah), let's go
Break it, come on, come on, yo
Make it, come on, come on, yo
Take it, come on, come on, come on
난 중독된 것처럼","10년대,댄스,여자 가수,여자 아이돌,케이팝",cry ___,crycry
Lovey Dovey,T-ara,https://singsonggame.s3.amazonaws.com/audios/LoveyDovey_T-ara_trimmed.mp3,"너무 뻔해, 나는 오늘도 혼자서
아, 심심해, 결국 이렇게 하루가
Ooh, ooh
지나가겠지
봐봐, 지나가는 저기 커플 좀 봐
나도 저렇게 사랑할 수 있는데
Ooh, ooh
너무나 외로워
나도 lovey-dovey, dovey (Oh-oh-oh-oh)
Lovey-dovey, dovey (Oh-oh-oh-oh)
더 이상 혼자 두지마
이제 lovey-dovey, dovey (Oh-oh-oh-oh)
Lovey-dovey, dovey (Oh-oh-oh-oh)
너는 어디에-에? Oh
Lovey-dovey, dovey (Oh-oh-oh-oh)","10년대,댄스,여자 가수,여자 아이돌,케이팝",lovey _____,loveydovey
Sexy Love,T-ara,https://singsonggame.s3.amazonaws.com/audios/SexyLove_T-ara_trimmed.mp3,"철옹성 같은 내가 흔들려
냉철했던 내 생각이 지금 흔들려
이 짜릿한 밤에 뜨거운 눈빛이
날 부르네요 (이렇게 내 맘을 훔쳐가)
거기 멈춰요, 내게로 와요
내 맘을 이제 받아줘요
넌 정말 sexy 눈, sexy 코
내 눈엔 모든 게 다 sexy
Oh, sexy eyes, sexy nose
Sexy mouth, don't you know?
오늘 난 네가 정말 sexy
No, no, no, no, can't you feel my love?
내 맘을 느끼나요? Oh
No, no, no, no, can't you feel my heart?
내게로 와, tonight-night-night","10년대,댄스,여자 가수,여자 아이돌,케이팝",sexy ____,sexylove
Beautiful,비스트,https://singsonggame.s3.amazonaws.com/audios/Beautiful_비스트_trimmed.mp3,"Haha girl
This is my confession
Drop that beat
Oh listen to my heart
내 맘 들어봐 봐
어떤 말로도 너를 표현할 수 없지만
그냥 내 style로 내 맘 들려줄게
Oh listen, listen, listen girls
Nothing better than you
세상을 다 줘도워어
You, you, you, you
너와 바꾸진 못해
Hey baby girl 매일이 즐거워
사실 좀 두려워 누가 뭐래도 넌
I want to","10년대,남자 가수,남자 아이돌,댄스,케이팝",b________,beautiful
Nobody,원더걸스,https://singsonggame.s3.amazonaws.com/audios/Nobody_원더걸스_trimmed.mp3,"난 싫은데 왜 날 밀어내
려고 하니 자꾸 내말은 듣지 않고
왜 이렇게 다른 남자에게
날 보내려 하니 어떻게 이러니
날 위해 그렇단 그 말
넌 부족하다는 그 말
이젠 그만해 넌 나를 알잖아 왜
원하지도 않는걸 강요해
I want nobody nobody but you
I want nobody nobody but you
난 다른 사람은 싫어 니가 아니면 싫어
I want nobody nobody nobody nobody","00년대,댄스,여자 가수,여자 아이돌,케이팝",n_____,nobody
Madonna,시크릿,https://singsonggame.s3.amazonaws.com/audios/Madonna_시크릿_trimmed.mp3,"Yes (오, 내 맘이야, 맘이야, 맘이 맘이야)
I'm going to tell you secret
Are you ready? (오, 내 맘이야, 맘이야, 맘이 맘이야)
Ma-ma-ma-ma, madonna, donna
Madonna, donna, donna
모두가 hot, hot (oh)
나 땜에, 나 땜에, 나 땜에
Hot, hot, hot
Madonna, donna
Madonna, donna, donna
느껴봐 날, 날 (oh)
모두다, 모두다, 모두다
Hot, hot, hot","10년대,댄스,여자 가수,여자 아이돌,케이팝",m______,madonna
Power,EXO,https://singsonggame.s3.amazonaws.com/audios/Power_EXO_trimmed.mp3,"We got that power, power, 네가 나를 볼 때, 에
서로 같은 마음이 느껴질 때
Power, power, 더 강해지는 걸
Turn the music up now, now
We got that power, power 이 음악을 통해, 에
같이 한목소리로 노래할 때
Power, power, 더 강해지는 걸
Turn the music up now, now, now, now
Oh-oh-oh, oh-oh-oh
Power, power (ah-ooh, yeah)
Oh-oh-oh, oh-oh-oh-oh
Turn the music up now, now, now, now","10년대,남자 가수,남자 아이돌,댄스,케이팝",p____,power
MAMA,EXO,https://singsonggame.s3.amazonaws.com/audios/MAMA_EXO_trimmed.mp3,"마마, 이젠 내게 대답해줘
왜 사람들이 달라졌는지?
아름다운 시절이라는 게 존재하긴 했는지
이제 더는 사랑하는 법도 잊었고
배려하는 맘도 잃었고
등을 돌린 채로 살아가기 바쁜걸
익명의 가면에 감췄던 살의 가득한 질시
끝을 봐도 배고픈 듯한, 이젠 만족해?
우린 더 이상 눈을 마주하지 않을까?
소통하지 않을까? 사랑하지 않을까?
아픈 현실에 다시 눈물이 흘러
바꿀 수 있다고 바꾸면 된다고 말해요, 마마, 마마","10년대,남자 가수,남자 아이돌,댄스,케이팝",m___,mama
마지막 인사,BIGBANG,https://singsonggame.s3.amazonaws.com/audios/마지막인사_BIGBANG_trimmed.mp3,"(Bass)
Yes
Most definitely (Incredible)
Hey, move
B to the I to the G (BANG BANG)
B to the I to the G (BANG BANG)
B to the I to the G (BANG BANG)
About love
I don't wanna be without you, girl (Uh, uh, uh, uh)
오늘 단 하루만큼은
I don't wanna be without you, girl
내 서툰 마음까지 안고 가 줘
I love you, I need you, girl (Yeah)
Baby baby baby, 조금 어색하지만, 서로 (Oops)
Baby baby baby, 아직 사랑하고 있는데 (C'mon)","00년대,남자 가수,남자 아이돌,댄스,케이팝,힙합",ㅁㅈㅁ ㅇㅅ,마지막인사
외톨이야,CNBLUE,https://singsonggame.s3.amazonaws.com/audios/외톨이야_CNBLUE_trimmed.mp3,"봐봐 나를 봐봐
똑바로 내 두눈을 봐
거봐 이미 너는
딴 곳을 보고 있어
Check it, one, two, three
시계바늘만 쳐다보는게
말 안해도 다른 사람 생긴걸 알아
Eh, 요즘 넌 나 아닌 다른 사람과 만남이 잦더라
이제는 먼저 전화도 걸지 않더라
나랑 있을 때는 하루가 일초라도
넌 내 앞에선 요즘 하늘만 보더라 (Woah-oah-oah)
I know your mind
이미 너와 나의 거리 (Woah-oah-oah)
멀어진 그리고 벌어진 (Woah-oah, woah-oah, woah-oah)
남보다 못한 우리 사이 (Oh, baby)","10년대,남자 가수,남자 아이돌,밴드,케이팝",ㅇㅌㅇㅇ,외톨이야
뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,https://singsonggame.s3.amazonaws.com/audios/뜨거운여름밤은가고남은건볼품없지만_잔나비_trimmed.mp3,"마음이었길래
내 모든걸 주고도
웃을 수 있었나
그대는 또 어떤
마음이었길래
그 모든걸 갖고도
돌아서 버렸나
뜨거운 여름밤은 가고
남은 건 볼 품 없지만
또다시 찾아오는
누군갈 위해서
남겨두겠소
다짐은 세워올린 모래성은
심술이 또 터지면
무너지겠지만","10년대,남자 가수,밴드,인디",ㄸㄱㅇ ㅇㄹㅂㅇ ㄱㄱ ㄴㅇ ㄱ ㅂㅍㅇㅈㅁ,뜨거운여름밤은가고남은건볼품없지만
주저하는 연인들을 위해,잔나비,https://singsonggame.s3.amazonaws.com/audios/주저하는연인들을위해_잔나비_trimmed.mp3,"나는 읽기 쉬운 마음이야
당신도 스윽 훑고 가셔요
달랠 길 없는 외로운 마음 있지
머물다 가셔요 음
내게 긴 여운을 남겨줘요
사랑을 사랑을 해줘요
할 수 있다면 그럴 수만 있다면
새하얀 빛으로 그댈 비춰 줄게요
그러다 밤이 찾아오면
우리 둘만의 비밀을 새겨요
추억할 그 밤 위에 갈피를 꽂고선
남몰래 펼쳐보아요
나의 자라나는 마음을
못 본채 꺾어 버릴 순 없네
미련 남길바엔 그리워 아픈 게 나아","10년대,남자 가수,밴드,인디",ㅈㅈㅎㄴ ㅇㅇㄷㅇ ㅇㅎ,주저하는연인들을위해
사랑하긴 했었나요 스쳐가는 인연이었나요,잔나비,https://singsonggame.s3.amazonaws.com/audios/사랑하긴했었나요스쳐가는인연이었나요_잔나비_trimmed.mp3,"누가 내 가슴에다 불을 질렀나
누가 내 심장에다 못을 박았나
그대의 눈빛은 날 얼어붙게 해
그대여 다시 내게 마음을 주오
Ooh, ooh, baby, I need you
사랑하긴 했었나요
스쳐가는 인연이었나요
짧지 않은 우리 함께 했던 시간들이
자꾸 내 마음을 가둬두네
Love you, love you, love again
Love again with you
짧지 않은 우리 함께 했던 시간들이
자꾸 내 마음을 가둬두네","10년대,남자 가수,밴드,인디",ㅅㄹㅎㄱ ㅎㅇㄴㅇ ㅅㅊㄱㄴ ㅇㅇㅇㅇㄴㅇ,사랑하긴했었나요스쳐가는인연이었나요
She,잔나비,https://singsonggame.s3.amazonaws.com/audios/She_잔나비_trimmed.mp3,"지친 나를 감싸 안아줄 그대
나를 반겨줄 천사 같은 이름
내 하루가 쉬어가고
All of my life is you
빰빰빰 빰 빰
빰빰빰 빰 빰
무지개가 떨어진 곳을 알아
내일은 꼭 함께 가자는 그녀
내 손을 감싸 쥐는 용감한 여전사여
내 하루가 쉬어가고
All of my life
All of my life is you
길을 잃고 헤매겠지
All of my life is you
빰빰빰 빰 빰","10년대,남자 가수,밴드,인디",s__,she
Hot Issue,4MINUTE,https://singsonggame.s3.amazonaws.com/audios/HotIssue_4MINUTE_trimmed.mp3,"Stop
Yo, let me show you somethin'
Girls, you ready?
Haha, let's go
M-I-N-U-T-E, 4
M-I-N-U-T-E, go
모두 다, take control (모두 다, take control)
난 항상 hot i—, hot i—, hot i—, hot i—, i-i-i-i-i-i-issue
(One) 생각 없이는 내가, 내가 신은 shoes
(Two) 내 맘대로 또 자꾸, 자꾸 하는 pose
(Three) 아무렇게나 살짝, 살짝 바른 rouge
내 style 하나하나 모두 다 부럽니?
그렇게 어설프게 따라할 순 없지
원하면 따라와봐, 내 style 따라해봐
*Shawty star, 난 항상 shawty star*","00년대,댄스,여자 가수,여자 아이돌,케이팝",hot _____,hotissue
Heart to Heart,4MINUTE,https://singsonggame.s3.amazonaws.com/audios/HearttoHeart_4MINUTE_trimmed.mp3,"(Heart to heart)
(Heart to heart)
요즘 이상해 변한 것 같아
예전엔 않던 말들도 하고
내 앞에서 내 눈을 보고서
얘기해 (너) 솔직하게
무성의한 눈빛, 따분해 하는 표정
예전과는 다른 행동과 말투
시원하게 말 돌리지 말고
얘기해 (너) 터놓고서
많은 걸 나는 바라진 않아
그저 예전처럼만
Look into my eyes, please look at me now
나를 생각해줘, oh
Let's have a heart to heart to heart (Talk)","10년대,댄스,여자 가수,여자 아이돌,케이팝",heart __ _____,hearttoheart
미쳐,4MINUTE,https://singsonggame.s3.amazonaws.com/audios/미쳐_4MINUTE_trimmed.mp3,"Yeah, I'm the female monster
You know that
Everybody, let's get crazy right now
Leggo
주변 사람들이 나보고 미친 것 같대
너도 날 보고 지금 좀 미칠 것 같대 (Ah, yeah)
이해해, 나도 내가 좀 미친 것 같아
난 좀 미친 것처럼 리듬에 맞춰 춤도 추워
한번 떴다 하면 여기저기 난리 나
이 밤이 다 가도록 우리 모두 난리 나
답은 정해져 있어, 넌 그저 okay (Okay)
그저 아무렇게 그렇게 너도 나도 난리 나
더는 널 외롭게 하지 마
눈앞에 세상에 이제 숨겨운 널 찾아봐 tonight
또 이 밤이 가잖아 다 뛰어 흔들어","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅁㅊ,미쳐
거울아거울아,4MINUTE,https://singsonggame.s3.amazonaws.com/audios/거울아거울아_4MINUTE_trimmed.mp3,"Let's go
Four minutes left, four minutes left (Ah, ah)
Four minutes left, four minutes left (Ah, ah)
대체 왜 그땐 날 거들떠 보지 않고
매일 날 그대만 바라보게 만들고? Oh
오늘은 좀 더 예쁘게 나-나-나-날 (오늘도)
보여줘 너무 멋진 너-너-너-너-너에게
거울아, 거울아, 이 세상에 누가 제일 예쁘니?
거울아, 거울아, 이 세상에 내가 제일 예쁘니?
오늘만은 내가 제일 예쁘다고 말해줘봐
(No, no, no, no, no, no, no, no)
너를 생각하면 더
거울에 비친 내 모습은 마치
너무 예쁜데 (Hey), 너는 자꾸 왜 (Hey)
다른 생각만 하는지","10년대,댄스,여자 가수,여자 아이돌",ㄱㅇㅇㄱㅇㅇ,거울아거울아
이름이 뭐예요?,4MINUTE,https://singsonggame.s3.amazonaws.com/audios/이름이뭐예요_4MINUTE_trimmed.mp3,"Ah, ah, ayy
Ah, ah, ayy
Ah, ah, ayy
What's your name, what, what's your name? (Ooh)
What's your name, what, what's your name? (Ooh)
Ha-ha-ha, and Brave Sound
(La-la-la-la-la, la-la-la-la) What's your name, w-w-what's your name?
(La-la-la-la-la, la-la-la-la) W-w-w-w-w-what's your name? (Leggo)
지루하기만 하던 내 하루하루에 (Oh; Yeah)
딱 (Ah) 꽂혀버리고 만 거야
Oh-oh, 난 너에게 (Oh)
소리로 들리나요 (Argh)
진심이란 말이예요 (Woo)
날 보는 그 눈빛이 싫어요 (Nah)
방긋 웃어줘요","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅇㄹㅇ ㅁㅇㅇ?,이름이뭐예요?
피노키오,f(x),https://singsonggame.s3.amazonaws.com/audios/피노키오_f(x)_trimmed.mp3,"Remember me
Remember me (Ow)
어디보자 읽어보자, 네 맘을 털어보자
에메랄드 훔쳐박은 눈동자 스륵스륵
머리부터 발끝까지 스캔해, 징징윙윙
칼날보다 차갑게 그 껍질 벗겨내
난 지금 danger
한겹 두겹 pastry 처럼 얇게요
Danger
스며들어 틈 사이 꿀처럼
너밖에 모르는 내가 됐어
아슬아슬, 위태위태
시작되는 show
따랏따랏, 땃따따
짜릿짜릿할 거다","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅍㄴㅋㅇ,피노키오
Electric Shock,f(x),https://singsonggame.s3.amazonaws.com/audios/ElectricShock_f(x)_trimmed.mp3,"Electric
E-e-e-electric
전-전-전류들이 몸을 타고 흘러 다녀
기-기-기절할 듯, 아슬아슬, 찌릿찌릿
충-충-충분해, 네 사랑이 과분해
격-격-격하게 날 아끼는 거 다 알아
블랙홀처럼 (Yeah)
빨려들어가 (Ha-ha)
끝이 안 보여 (Yeah)
떨어져, 쿵 (Oh)
여기는 어디? (Yeah)
열심히 딩동, 딩동
도대체 난 누구? (Aha)
머릿속이 빙그르르르르
점점 빨라지는 beat","10년대,댄스,여자 가수,여자 아이돌,케이팝",electric _____,electricshock
Hot Summer,f(x),https://singsonggame.s3.amazonaws.com/audios/HotSummer_f(x)_trimmed.mp3,"Hot, hot, hot, hot, breathe
Hot, hot, hot, hot, breathe
도저히 이렇겐 더 안되겠어
내가 어떻게든 좀 손보겠어
낡은 스타일밖에 모르는 널 프로듀스
얼마나 멋져질지 좀 알겠어
교실에서 (Good girl, good girl, girl)
사무실 책상에서 (Good girl, good girl, girl)
청소 안 한 방에서 (Good girl, good girl, girl)
어서 나와라, 어서 (Good girl, good girl, girl)
뜨거운 광선 쏟아져, 앗, 따끔해
눈부셔, 살짝 찌푸린 눈, 선글래스
얼음을 깨문 입 속 와작 얼얼해
하늘은 파랗다 못해, 투명해져
Hot, hot, hot, hot, breathe","10년대,댄스,여자 가수,여자 아이돌,케이팝",hot ______,hotsummer
첫 사랑니,f(x),https://singsonggame.s3.amazonaws.com/audios/첫사랑니_f(x)_trimmed.mp3,"안녕, 한 번쯤은 날 들어봤겠지
너의 사랑니 (Ah-ah-ah-ah)
이미 어릴 때 모두 겪었다
생각하겠지 (Ah-ah-ah-ah)
Attention, boys, 나는 좀 다를걸
다른 애들을 다 밀어내고 자리를 잡지
맘 속 깊은 곳에
(Pa-rum, pum-pum, pum)
아주 은밀하게
(Pa-rum, pum-pum, pum)
네 맘 벽을 뚫고 자라난다
(네 맘 벽을 뚫고 자라난다; Hit it, hit it)
특별한 경험, rum-pum-pum-pum
(특별한 경험, rum-pum-pum-pum; Hit it, hit it)
머리가 깨질 듯이 아파온다","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅊ ㅅㄹㄴ,첫사랑니
4 Walls,f(x),https://singsonggame.s3.amazonaws.com/audios/4Walls_f(x)_trimmed.mp3,"LDN Noise
감정이란 꽃은 짧은 순간 피어나는걸
티끌 하나 없이 완벽했던 시작을 넘어
낯선 파란 빛이 파고들어 어지럽힌 건
Mysteric (Mysteric), oh, oh, oh
눈 깜짝할 그 순간 (깊숙한 곳까지)
번져버린 너란 blue
소리 없이 다가와
내게만 펼쳐낸 신기루
Love is four wall-wall-wall-walls
너로 채운 mirror, mirror
Love is four wall-wall-wall-walls
신비로운 미로, 미로 (Oh, oh, oh; Yeah)
눈앞에 피어난 문을 열어 (Uh)
조심스레 빛을 향해 발을 디뎌 (Yeah)","10년대,댄스,여자 가수,여자 아이돌,케이팝",4w____,4walls
Red Light,f(x),https://singsonggame.s3.amazonaws.com/audios/RedLight_f(x)_trimmed.mp3,"Ay, ay, ay, ay, ay, wait a minute
정글 속의 룰 따라 약한 자는 먹혀
앞으로만 밀어대니 yeah, 밀어대니
Nah 아차 하면 밟혀
이건 실제상황 뭐가 잘못된 건지도 몰라
잠시만 숨을 쉬어봐
쉬어봐 쉬어봐 eh, oh-eh-oh
이건 전쟁이 아니야
눈 크게 떠 (Hey)
거기 충돌 직전 (Hey)
폭주를 멈춰 (멈춰)
변화의 목격자가 되는 거야
밀어대던 (Hey)
거친 캐터필러 (Hey)
그 앞에 모두","10년대,댄스,여자 가수,여자 아이돌,케이팝",red _____,redlight
라비앙로즈,IZONE,https://singsonggame.s3.amazonaws.com/audios/라비앙로즈_IZONE_trimmed.mp3,"빨갛게 물들여 지금 이 시간
I'll make it red eh eh eh
Make it red eh eh eh
어느새 내 맘에 빨간 장미처럼
우아하게 Eh eh eh
새롭게 Eh eh
Rose
이런 느낌은 루비보다 더
(루비보다 더)
내가 느끼는 반짝임처럼
끌리면 이끌려 Na na now
바로 지금 Na na now
I don't wanna make it blue
상상해봐 너의 La vie en rose
더 깊어진 눈빛 그 속에 붉어진
내 맘을 타오르게 해 나를 춤추게 해","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄹㅂㅇㄹㅈ,라비앙로즈
비올레타,IZONE,https://singsonggame.s3.amazonaws.com/audios/비올레타_IZONE_trimmed.mp3,"저 넓은 세상을
네 눈앞에 그려봐 네 진심을 느껴봐
네 안에 숨겨둔 널 세상에 펼쳐봐
있는 그대로 지금
느낌 그대로 내게 널 보여줘
넌 나의 비올레타
나에게 다, Ah, ah ah
넌 나의 비올레타
모든 게 다, Ah, ah ah
넌 나의 비올레타
너 너 너 나를 믿어줄래 (줄래)
어서 내게 더 더 더 네 맘을 열어줄래 (Hey)
신비로운 네 빛깔을 담아
너를 비춰줄 내 모습을 닮아
누구보다 빛이 날 수 있게
너와 나 함께 할 수 있게","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅂㅇㄹㅌ,비올레타
Fiesta,IZONE,https://singsonggame.s3.amazonaws.com/audios/Fiesta_IZONE_trimmed.mp3,"때가 왔어 오랜 기다림을 끝내
움츠렸던 맘을 일으켜
활짝 기지개를 켜 난 Ah
눈빛은 어느샌가 짙어져 있는 걸
나의 시간이 됐어
아침에게 말해 Oh 오늘이 좋을 것 같아
이젠 아득했던 꿈들이 멀지가 않아
오직 나를 위한 Woo 축제를 열어볼 거야
좋을 때란 거 그것 역시 내가 정해
색색의 꽃을 피우고 꽃가루가 흩날리면
축제는 절정인 걸 끝나지 않을 이건 Climax
나의 모든 순간이 아름답고 눈부셔
이거 하나만 기억해","2020,댄스,여자 가수,여자 아이돌,케이팝",f_____,fiesta
Panorama,IZONE,https://singsonggame.s3.amazonaws.com/audios/Panorama_IZONE_trimmed.mp3,"다시 한번 지나가는
그때 계절의 풍경 못다 한 우리 이야기
꿈일까 싶어, 멈추지 않게
두 눈을 감고 느껴봐 (이 순간)
Shoot! Take a panorama
깊은 어둠 속 빛나는 별처럼
우린 어디서든 서로 알아볼 수 있어
눈부신 spotlight 너와 나 그 맘속에 영원히 피어날
찬란한 이 순간 like, like a panorama
끝도 없이 두근대
내 맘 변하지, 않아 지금 같이 가자
너에게만 보여줄 게 끝도 없는 fantasia
내 맘 휘 휘감아 panorama","2020,댄스,여자 가수,여자 아이돌,케이팝",p_______,panorama
환상동화,IZONE,https://singsonggame.s3.amazonaws.com/audios/환상동화_IZONE_trimmed.mp3,"Swan 우아하게
Like Swan Swan Swan
Like Swan Swan Swan (MAMA)
들어볼래 동화 속에 나올 법한 얘기
우리 둘이 둘이 둘이
만든 비밀 비밀 비밀
담아둘래 두 눈 속에 너로 가득해진
작은 세계 세계 세계
그 문이 열리게
날 향한 눈빛에 나 나
점점 더 빠져 들어가
너의 손끝에서 시작되는 걸 Fairy tale
상상했던 모든 순간들이
눈앞에 다가올 그때까지
너를 위한 춤을 춰
우아하게","2020,댄스,여자 가수,여자 아이돌,케이팝",ㅎㅅㄷㅎ,환상동화
Roly Poly,T-ara,https://singsonggame.s3.amazonaws.com/audios/RolyPoly_T-ara_trimmed.mp3,"어디까지 왔나?
또 어디 숨었나?
맘에 들어왔나?
나, 나, 나, 나, 나, I like you
어디서 오셨나요?
자꾸 눈이 가네요
그대 눈빛이 (나는 참 맘에 드네요)
옆으로 가고 싶지만
용기가 않나서
가슴이 떨려와 (나는 참 망설이네요)
몰라, 어떡해? 난 몰라
미치겠어, 널 놓치기 싫어
너에게로 점점 다가갈래, 점점
내 앞에서 떠날 수 없게
Roly-poly, roly, roly-poly","10년대,댄스,여자 가수,여자 아이돌,케이팝",roly ____,rolypoly
Crush,아이오아이,https://singsonggame.s3.amazonaws.com/audios/Crush_아이오아이_trimmed.mp3,"Wait, just a minute
나 사고 났어 여기
눈앞이 아찔하지
Nah nah nah nah nah nah nah
자꾸만 심장이 뛰는데
머리는 이성적 이려고 해도 잘 안 돼
(널 보면 RUSH RUSH RUSH)
또 정신을 못 차려
(큰일 나겠어)
진짜야 자꾸만 이러면
너 땜에 어지러워 온종일 니 생각 뿐
다른 건 못하게 돼 oh
그동안 평화롭던 내 일상은 안녕
좋아하게 됐어 빠져들고 있어
이럴 줄은 몰랐어 참, 나도 내가 놀라워
Oh my gosh
지금 내 심장은 CRUSH, boy","10년대,댄스,여자 가수,여자 아이돌,케이팝",c____,crush
벚꽃이 지면,아이오아이,https://singsonggame.s3.amazonaws.com/audios/벚꽃이지면_아이오아이_trimmed.mp3,"하나둘씩 떨어지는 예쁜 꽃잎을 보며
네 맘도 조금조금씩 식어 가면 어떡하나
소리 없이 끝나가는 우리들만의 봄을
살포시 눈을 감고 끝나지 않길 기도하죠
벚꽃이 지면 우리 사랑은
여름처럼 뜨거워질 수 있나요
우리의 시작이 조금 따뜻했다면
이젠 좀 더 뜨겁게 서로를 안아줘요
가끔 해바라기도 고개를 돌리곤 해
다 온 듯해도 끝난 듯해도
결국 끝이 없는 게 사랑인 걸
흐르고 흐르면 우리 둘 사이 어디쯤 가 있을까
아무것도 상관없어요 그저 내 맘은","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅂㄲㅇ ㅈㅁ,벚꽃이지면
소나기,아이오아이,https://singsonggame.s3.amazonaws.com/audios/소나기_아이오아이_trimmed.mp3,"아직 어리고 조금 무서워
금방 그칠 거란걸
뻔히 다 알면서도 그댈 찾네요
이제 그만 다 그칠까
이 빗물도 내 눈물도
비에 젖어 추위에 떨고 싶진 않아요
정말 언젠간 너무 차디찼던 빗물이
따뜻한 눈물이 되어 흘러내리겠죠
괜찮아요 금방 지나갈 소나기죠
그냥 스쳐 지나가는
소나기죠 그런 감정이죠
나 정말 그대를 만나 행복했던
많은 추억들을 빗물에 잃지 않아요","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㅅㄴㄱ,소나기
