title,artist,audio_url,lyrics,tags,hint,answer
Dream Girls,아이오아이,https://singsonggame.s3.amazonaws.com/audios/DreamGirls_아이오아이_trimmed.mp3,"We here to rock the show
Get ready, we'll let you know
아무도 못 말려 boy 지금부터 I got you boy
원하는 걸 말해봐 우리가 들어줄게
당당하게 be like that!
We are the dream girls (dream girls)
Dream girls (dream girls)
꿈을 향해 달려가 dream girls
시간은 충분해 조급해하지마
Trust yourself 너 포기하지마
We are the dream girls (dream girls)
Dream girls (dream girls)
조금만 더 힘을 내 dream girls","10년대,댄스,여자 가수,여자 아이돌,케이팝",dream _____,dreamgirls
Whatta Man,아이오아이,https://singsonggame.s3.amazonaws.com/audios/WhattaMan_아이오아이_trimmed.mp3,"지나치면 아쉬울 것 같아 나
눈도장을 찍어 볼까 살짝만
네가 맞아 주윌 둘러보지마
눈이 계속 마주치고 있잖아
전기가 찡 통했는데 괜찮은 거야
말해봐, 나 혼자서만 오해한 거야
흔들리는 눈빛 속에 비치는 네 맘
읽어나 볼까 자, 뭐라고 썼나
You know you got me, singing
Whatta man, whatta man, whatta man
알아 너는 good man (그치)
Whatta man, whatta man, whatta man
맞아 너는 good man
(그래 네가 맞아)
Whatta man, whatta man, whatta man
알아 너는 good man (yes, he is)
Whatta man, whatta man, whatta man
맞아 너는 good man
(그래 맞아 너는 good man)","10년대,댄스,여자 가수,여자 아이돌,케이팝",whatta ___,whattaman
너무너무너무,아이오아이,https://singsonggame.s3.amazonaws.com/audios/너무너무너무_아이오아이_trimmed.mp3,"날 너무 너무 너무
너무 너무 너무
너무 너무 너무
너무 너무 너무
너무 너무 너무
너무 좋아하면 그때 말해줘
내가 자꾸 자꾸 자꾸
자꾸 자꾸 자꾸
자꾸 자꾸 자꾸
자꾸 자꾸 자꾸
자꾸 자꾸 자꾸
자꾸 떠오르면 그때 불러줘
남자들은 똑같대
믿지 말래 사랑한다는 말
사랑하기도 전에
말이 먼저 나오기 때문에","10년대,댄스,여자 가수,여자 아이돌,케이팝",ㄴㅁㄴㅁㄴㅁ,너무너무너무
에너제틱,Wanna One,https://singsonggame.s3.amazonaws.com/audios/에너제틱_WannaOne_trimmed.mp3,"너와 나의 입술이 점점
느껴지는 이 순간 속에 뜨거운 공기
온몸에 전율이 와
이제 너와 내가 써 내릴 story
I don't know why, 나도 모르게
더 빠져들어가 숨 막히게, baby, uh
I don't know why, 지금 이 순간
멈출 수 없는 기분 no, no, no, no
Make me feel so high, 미치겠어
날 멈출 순 없어 (어-어-어-어)
You make me feel so high, I'm so crazy
너가 나를 본 순간
막 끌려 더 날 당겨줘, baby
I'm feelin' so energetic
오늘 밤 둘이 out of control, yeah","10년대,남자 가수,남자 아이돌,댄스,케이팝",ㅇㄴㅈㅌ,에너제틱
부메랑,Wanna One,https://singsonggame.s3.amazonaws.com/audios/부메랑_WannaOne_trimmed.mp3,"Wing, wing, wing, wing
Boomerang
Hey, 돌아버려
Boom, boom, boom, boom
네 마음 향해 슛 하고 던졌는데, oh my god
화살은 내게 퓨 하고 다시 날라와
날 괴롭히네 no, no, no, no
정체가 대체 뭔데 (What?)
나를 미치게 해 (나를 미치게 해)
나도 나름 괜찮은데 (hey)
어떻게 너는 나를 작아지게 하는 건지
I don't know, know
Oh, 네 얼굴 행동 하나하나 다 love it
No, no, no, no, no (no, no, no, no, no)
나를 봐 나만 봐","10년대,남자 가수,남자 아이돌,댄스,케이팝",ㅂㅁㄹ,부메랑
활활,Wanna One,https://singsonggame.s3.amazonaws.com/audios/활활_WannaOne_trimmed.mp3,"(Burn it up) Yeah
(Burn it up) Ooh, woah-oh-oh-oh-oh-oh
(Burn it up) Uh-oh-oh
(Burn it up) Ooh, yeah
새로운 세대가 열려
있는 그대로 받아들여
뭐가 다른지 보여줄게 날 따라 follow up
소리 높여 하나가 돼 we'll make you 활 활 활
우린 좀 young and wild
태어날 때부터 치열하게 자라왔지
조금 독한 type 그저 앞만 보고
어둠을 뚫고 왔지, gees
D-I, double F-E-R-E-N-T, 터트려
난 like a boom-boom, pow
피보다 진한 형제들과 더 높은","10년대,남자 가수,남자 아이돌,댄스,케이팝",ㅎㅎ,활활
Beautiful,Wanna One,https://singsonggame.s3.amazonaws.com/audios/Beautiful_WannaOne_trimmed.mp3,"바보같이 아쉬움 많은 노래가
하늘에 닿기를
눈물 속에 밤새운 내 기도가
마음에 닿기를
어렸어 내가 이럴 줄은 몰랐어
당연한 거라 그땐 생각했었어
내게 남겨준 미소가
아직도 이 가슴속에 남아있어
솔직히 나 아직은 받는 사랑이
필요한 가봐 홀로 남은 시간이
길어질수록 두렵고 그래
그때가 그립고 너무 보고 싶고 그래, yeah
I miss you so much
이제서야 느껴 우리 공간 (Oh, woah)
I miss you so much","10년대,남자 가수,남자 아이돌,댄스,케이팝",b________,beautiful
약속해요,Wanna One,https://singsonggame.s3.amazonaws.com/audios/약속해요_WannaOne_trimmed.mp3,"벚꽃이 떨어지던 날
그댈 처음 만났죠
낯설은 떨림과 두려운
설렘들이 뒤섞이던 날
이제서야 말해요
나 많이 겁이 났었죠
어쩌면 그때가
마지막이라고 생각했었기에
서툰 날 가슴에 품어주었던
못난 날 기꺼이 안아주었던
그대 눈빛을 아직도 기억해요 나
왼쪽 가슴에 새길게요 영원히
날 다시 태어나게 해준 널
I promise you I promise you
내가 더 많이 더 잘할게요","10년대,남자 가수,남자 아이돌,댄스,케이팝",ㅇㅅㅎㅇ,약속해요
눈물참기,QWER,https://singsonggame.s3.amazonaws.com/audios/눈물참기_QWER_trimmed.mp3,"맑은 하늘에 비 내리는 날
내 마음과 정말 닮아서 이상하네요
한 방울 한 방울씩 떨어지는 비가
점점 맘에 차서 숨쉬기가 힘들 것 같아요
세상이 아직은 무섭고
여전히 넘어지는 게
아직은 너무 어려운가 봐
눈물 멈추는 법을 몰라요
차디차고 너무 아파요
괜찮다는 말은 다 거짓말
비가 내리는 여기 남겨져
혼자 울고 싶지 않아요
알려주세요
눈물을 참는 방법
하나둘 한숨 위로 차오른 슬픔이","2025,밴드,여자 가수,여자 아이돌,케이팝",ㄴㅁㅊㄱ,눈물참기
고민중독,QWER,https://singsonggame.s3.amazonaws.com/audios/고민중독_QWER_trimmed.mp3,"One! Two!
Q! W! E! R!
어떤 인사가 괜찮을까 천 번쯤 상상해 봤어
근데 오늘도 천 번 하고 한 번 더 고민 중
막상 네 앞에 서니 꽁꽁 얼어버렸다
숨겨왔던 나의 맘 절반의 반도 주지를 못했어
아, 아, 아직은 준비가 안됐다구요
소용돌이쳐 어지럽다구
쏟아지는 맘을 멈출 수가 없을까?
너의 작은 인사 한마디에 요란해져서
네 맘의 비밀번호 눌러 열고 싶지만
너를 고민고민해도 좋은 걸 어쩌니
거울 앞에서 새벽까지 연습한 인사가
손을 들고 웃는 얼굴을 하고서 고개를 숙였다
아, 아, 아직도 준비가 안됐나 봐요","2024,밴드,여자 가수,여자 아이돌,케이팝",ㄱㅁㅈㄷ,고민중독
내 이름 맑음,QWER,https://singsonggame.s3.amazonaws.com/audios/내이름맑음_QWER_trimmed.mp3,"어쩌다 고작 그 마음도 못 참고
멍청하게 다 던졌는지
뭔가 들켜 버린 것 같아
표정을 보니 말이야
나도 티가 나버린 고백에
얼마나 놀랐는지 몰라
매일 치는 장난에도 두근댔고
오늘도 몇 번이고 떨렸지만
약속했어 날 안아줘 좀 알아줘
이건 꿈에서만 하기야
무심코 던진
니 말에 하루 종일 설레어 간직했다
아무도 못 보게 일기장에 적어
단단히 잠궜었는데
어쩌다 고작 그 마음도 못 참고","2024,밴드,여자 가수,여자 아이돌,케이팝",ㄴ ㅇㄹ ㅁㅇ,내이름맑음
Discord,QWER,https://singsonggame.s3.amazonaws.com/audios/Discord_QWER_trimmed.mp3,"딱 하나만 물어볼게 넌
완벽이란 게 있다고 생각해?
조금은 어색한 하모니라 해도
그것도 그것대로 꽤 멋지잖아
누군간 나를 보고 수근대겠지만
그런 무례함은 도로 넣어둬요
취향은 존중해 그치만 이런 날
밀어내긴 쉽지 않을걸
무대 위 춤을 추는 d선 상의 아리아
불협화음도 괜찮아 뭐 문제가 되려나
모두 내게 반해버려도 난 몰라요
무지개 멜로디는 저 하늘을 날아
(Yeah-yeah) 이것도 나야 나야 나
이런 내가 궁금하니
(Yeah-yeah) 뭘 해도 나야 나야 나","2023,밴드,여자 가수,여자 아이돌,케이팝",d______,discord
별의 하모니,QWER,https://singsonggame.s3.amazonaws.com/audios/별의하모니_QWER_trimmed.mp3,"조용하게 비춘 별 하나
인사를 건네는 듯해
긴 시간 속 매일 그 자리에
어쩌면 아득히 멀리
가 있기에 소중한 거라
외면하고 있었던 나인데
발걸음과 발걸음 사이
쌓여만 간 망설임과 무리란 말
네가 내 곁에 와주던
순간 전부 사라졌어
소란하게 내린 별의 빛
그 틈 사이 사이로
다시 투명히 비친 눈부신
나만의 꿈의 조각들
너와 함께라는 이유로","2023,밴드,여자 가수,여자 아이돌,케이팝",ㅂㅇ ㅎㅁㄴ,별의하모니
APT.,ROSÉ,https://singsonggame.s3.amazonaws.com/audios/APT_ROSÉ_trimmed.mp3,"채영이가 좋아하는 랜덤 게임
랜덤 게임
Game start
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh
아파트, 아파트
아파트, 아파트
아파트, 아파트
Uh, uh-huh, uh-huh
Kissy face, kissy face
Sent to your phone, but
I'm tryna kiss your lips for real (Uh-huh, uh-huh)
Red hearts, red hearts","2024,댄스,여자 가수,여자 아이돌,케이팝",a__.,apt.
toxic till the end,ROSÉ,https://singsonggame.s3.amazonaws.com/audios/toxictilltheend_ROSÉ_trimmed.mp3,"Call us what we are, toxic from the start
Can't pretend that I was in the dark
When you met my friends, didn't even try with them
I should've known right then
That you were jealous and possessive
So manipulatin'
Honestly, impressive
You had me participatin'
Back then, when I was runnin' out of your place
I said, ""I never wanna see your face""
I meant I couldn't wait to see it again
Uh-huh, 'cause even when I said it was over
You heard, ""Baby, can you pull me in closеr?""
You were plotting how to stay in my head
Ladies and gentlemen","2024,댄스,여자 가수,여자 아이돌,케이팝",toxic ____ ___ ___,toxictilltheend
One Love,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/OneLove_엠씨더맥스_trimmed.mp3,"이젠 내가 돌아서려해
다신 그 사람과 니 앞에서 보이지 않게
이젠 너에겐 어떤 바램도
작은 기대조차 할 수 없는 나잖아
하지만 시간이 많이 지난 후에도
나의 숨결 나의 향기 내게 뭍어 있다면
언제나 힘들던 이룰수 없던 사랑
내게도 너무 큰아픔 이었다면
다시 내게 돌아와
너를 떠나 보내고 후회 하고 있는 내게
함께 할수 없음이
나에겐 너무도 커다란 아픔인걸 아니
언제나 힘들던 이룰수 없던 사랑
나에게 더 너무 큰 아픔이었다면
돌아와줘
후회 없는 사랑하기 위해
내가 택한 사람은 너 뿐야
언젠가 내게 돌아와줄 너잖아
힘든 시간 다 지나고 오랜 간절함에 되찾은
내 마지막 사랑인걸",,one ____,onelove
잠시만 안녕,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/잠시만안녕_엠씨더맥스_trimmed.mp3,"행복을 줄 수 없었어
그런데 사랑을 했어
네 곁에 감히 머무른
내 욕심을 용서치 마
방황이 많이 남았어
그 끝은 나도 모르는 곳
약하게 태어나서, 미안해
그래서 널 보내려고 해
언젠가는 돌아갈 게
사랑할 자격 갖춘 나 되어
너의 곁으로 돌아갈 게
행복을 줄 수 있을 때
아파도 안녕
잠시만 안녕",,ㅈㅅㅁ ㅇㄴ,잠시만안녕
행복하지 말아요,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/행복하지말아요_엠씨더맥스_trimmed.mp3,"괜찮아요 다 그렇듯 이러다 말겠죠
이 가슴도 이 눈물도 다 가라앉겠죠
더 안을수록 부서져 버릴
우리를 알고 있죠
보내는 일이 사랑이라는 걸
사랑해 사랑해 말해 줄 시간이
아직도 많을 줄 알았죠
언젠가 누군가 그대를 가져갈 그 사람
벌써부터 난 부러워지네요
행복하지 마요 행복하려면
사랑한 날 잊어야 하잖아
가시가 박힌 듯
숨 쉴 때마다 눈물이 흘러와
사는 게 사는 것이 아니죠","00년대,남자 가수,발라드,밴드",ㅎㅂㅎㅈ ㅁㅇㅇ,행복하지말아요
어디에도,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/어디에도_엠씨더맥스_trimmed.mp3,"차가워진 눈빛을 바라보며
이별의 말을 전해 들어요
아무 의미 없던 노래 가사가
아프게 귓가에 맴돌아요
다시 겨울이 시작되듯이
흩어지는 눈 사이로
그대 내 마음에 쌓여만 가네
떠나지 말라는
그런 말도 하지 못 하고
고개를 떨구던 뒷모습만
그대 내게 오지 말아요
두 번 다시 이런 사랑하지 마요
그댈 추억하기보단 기다리는 게
부서진 내 마음이 더 아파와
다시 누군가를 만나서
결국 우리 사랑 지워내도
행복했던 것만 기억에 남아
나를 천천히 잊어주기를","10년대,남자 가수,발라드,밴드",ㅇㄷㅇㄷ,어디에도
Tear,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/Tear_엠씨더맥스_trimmed.mp3,"난 다 잊었다고 널 다 잊었다고
다른 사람 찾아 너를 미워하려 했지만
너를 보낸 나의 슬픈 두 눈이
눈물 한방울 한방울 너를 닮고
마음 약한 나의 아픈 가슴이
너 하나만 너 하나만 안고 살아가나봐
마지못해 우는 하늘에 또 비가 내리고
다 비워버린 내 안에 눈물 채우고
기억하기 싫은 그 날을 어제 일처럼
또 흘러내린 기억에 너를 그리네
널 미워하려고 또 지워내려고
다른 이름 애써 내 안에 새기려 했지만
너를 보낸 나의 슬픈 두 눈이","00년대,남자 가수,발라드,밴드",t___,tear
바라보기,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/바라보기_엠씨더맥스_trimmed.mp3,"마음이 알고가 낯선 길인데도
니 숨결이 머문 자리는
너무 그립다
그립다 못해 아프다
누군가를 두 눈에 담았을 뿐인데 눈물이
그댄 내 삶의 이유 입니다
겁 없는 사랑이라서 사랑이
아픔을 앞서 나가서
바라보는 일이 내 전부래도
버릴 수 없는 그대 입니다
어제도, 그래 오늘도 반쯤 날
미치게 망가트려놓고
아무리 애써봐도
지워지지 않을 그리움
나를 사랑하지 않아도","10년대,남자 가수,발라드,밴드",ㅂㄹㅂㄱ,바라보기
가슴아 그만해,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/가슴아그만해_엠씨더맥스_trimmed.mp3,"참 많이 사랑했다는 말이
내 가슴 끝에 걸려서
숨을 쉬면 한숨이 되고
눈을 감으면 눈물이 돼
머리가 내 가슴을 혼내고
바쁘게 나를 보채도
떠난 니가 살아날 때마다
덜컥 다시 겁이 나
하루가 힘들어져
가슴아, 눈물아, 한숨아, 사랑아
왜 잊지 못하니? 떨쳐버리고 쉬지 못하니?
제발 내게 말해줘, 거짓말이라도 좀 해줘
돌아온다고, 나에게 돌아오고 있다고","00년대,남자 가수,발라드,밴드",ㄱㅅㅇ ㄱㅁㅎ,가슴아그만해
그대는 눈물겹다,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/그대는눈물겹다_엠씨더맥스_trimmed.mp3,"나에게 곧 올 거라고 믿고 있었죠
눈물겨운 기다림을 아는지
나처럼 그대도 많이 힘들 거라고
눈물겨운 착각 속에 난 살고 있었죠
오늘까지
내 것이었던 그대가 스쳐가요
이름조차도 부를 수가 없었죠
멈춰있던 나를 그대가 보네요
이미 누군가의 그대가 된 듯
괜찮아요 난 그냥 지나치세요
괜찮아요 난 그대 행복 봤으니
잠시 스쳐갔던 그대 모습으로
다시 한동안은 견딜 수 있겠죠
얼마나 스치는 우연 바랬었는데
모른 채로 살아가야 하는지
나처럼 아프게 살길 바랬었나봐
그런 못된 욕심부린 나 이런 아픔만 남았네요","00년대,남자 가수,발라드,밴드",ㄱㄷㄴ ㄴㅁㄱㄷ,그대는눈물겹다
입술의 말,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/입술의말_엠씨더맥스_trimmed.mp3,"아무 일 없듯이 굳게 잠긴 말들
돌아서는 뒷모습에 들리지 않는 인사를
시간이 지나가도 덜어내진 못할
네 입술의 못된 말이 전부 다 너의 맘일까
안녕 그대로 걸어가 우리 이제 다시 만나지 말아
잊혀짐도 잊을 만큼 나를 지워가 돌아선 그대로
남아 있는 나의 맘은 하루하루 모두 흩어짐으로
결국에는 사랑만을 내게 말했던 네 고운 입술만
시간이 지나가도 덜어내진 못할
네 입술의 못된 말이 전부 다 너의 맘일까
살아가는 동안에 이런 사랑 다시 온대도
그 처음이 너였음을 잊지 않을게
이루어질 수 없었던 우리 둘의 얘기는 여기까지인 거야","10년대,남자 가수,발라드,밴드",ㅇㅅㅇ ㅁ,입술의말
흩어지지 않게,엠씨더맥스,https://singsonggame.s3.amazonaws.com/audios/흩어지지않게_엠씨더맥스_trimmed.mp3,"잠이 오지 않는 밤 습관처럼 너를 그린다
작은 소리에도 혹시나 네가 흩어질까 겁이 나
'보고 싶었어, 보고 싶었어' 말은 하지 못하고
메마른 한숨을 마신다
머문 자리마다 추억은 태어나고
노래는 그렇게 우리를 다시 이어 붙여
말하지 못한 수많은 그 얘기들은
이제 지난 시간 속에 그대로 놔두고
거기서 자라난 너와의 기억
가만히 가슴에 새겨
누구든 니가 그리울 때 언제라도
여기 영원처럼 남겨진
너의 빛나던 미소 하나하나 다
모두 꺼내서 보여줄 거야","2022,남자 가수,발라드,밴드",ㅎㅇㅈㅈ ㅇㄱ,흩어지지않게
AEAO,다이나믹 듀오,https://singsonggame.s3.amazonaws.com/audios/AEAO_다이나믹듀오_trimmed.mp3,"And the game won't change just the same old thing..
And the game won't change just the same old thing..
Preemo
Dynamic Duo
Dynamic Duo
동전 한 닢조차 아쉽고 일 없어
잠 못 들던 그때보다 조금은 이뤘어
우리는 바보처럼 몸으로 부딪히면서 배웠어
넘어질 때마다 일어서 다시 고쳐 썼지 이력서
눈부신 성공에 신바람. 잠시나마 불어봤던 휘파람
한 곡도 채 끝나기 전에 그림자처럼 날 따라온 비바람
시기, 질투, 기대의 압박을 못 이긴 몇 번의 실축
자만, 나태함 속에 던졌던 만루홈런을 맞는 실투
다 끝난 거 같았지만 우린 우리 앞길을 막지 마
라고 외치며 마음을 다 잡곤 했었지","10년대,남자 가수,케이팝,힙합",a___,aeao
